iter	Passed	Remaining
488	1648	1722
489	1650	1718
490	1653	1713
491	1655	1709
492	1657	1704
493	1659	1700
494	1662	1696
495	1665	1692
496	1667	1687
497	1669	1683
498	1672	1678
499	1674	1674
500	1677	1670
501	1680	1667
502	1683	1663
503	1684	1658
504	1688	1654
505	1690	1650
506	1693	1647
507	1696	1643
508	1699	1639
509	1702	1635
510	1704	1630
511	1707	1627
512	1709	1623
513	1713	1619
514	1714	1614
515	1717	1610
516	1720	1607
517	1723	1603
518	1724	1598
519	1728	1595
520	1731	1592
521	1734	1588
522	1737	1584
523	1740	1581
524	1743	1577
525	1746	1574
526	1749	1570
527	1750	1565
528	1753	1561
529	1756	1557
530	1759	1554
531	1762	1550
532	1765	1546
533	1769	1543
534	1772	1540
535	1775	1536
536	1777	1532
537	1780	1529
538	1783	1525
539	1786	1521
540	1789	1518
541	1791	1514
542	1795	1511
543	1798	1507
544	1801	1504
545	1804	1500
546	1806	1496
547	1808	1491
548	1811	1487
549	1812	1483
550	1815	1479
551	1818	1475
552	1819	1470
553	1823	1467
554	1824	1462
555	1827	1459
556	1830	1455
557	1833	1452
558	1836	1448
559	1839	1445
560	1842	1441
561	1845	1437
562	1848	1434
563	1851	1431
564	1854	1427
565	1857	1424
566	1860	1420
567	1863	1416
568	1865	1413
569	1868	1409
570	1872	1406
571	1875	1403
572	1878	1399
573	1881	1396
574	1884	1393
575	1887	1389
576	1890	1385
577	1891	1381
578	1895	1378
579	1898	1374
580	1900	1370
581	1902	1366
582	1905	1362
583	1907	1358
584	1909	1354
585	1912	1351
586	1914	1346
587	1916	1342
588	1918	1338
589	1922	1335
590	1925	1332
591	2066	1424
592	2067	1419
593	2070	1415
594	2075	1412
595	2081	1411
596	2085	1407
597	2088	1404
598	2092	1400
599	2095	1397
600	2098	1393
601	2102	1390
602	2104	1385
603	2107	1381
604	2109	1377
605	2111	1372
606	2113	1368
607	2115	1364
608	2118	1359
609	2121	1356
610	2124	1352
611	2126	1348
612	2128	1344
613	2131	1339
614	2134	1335
615	2136	1331
616	2138	1327
617	2140	1322
618	2141	1318
619	2144	1314
620	2146	1310
621	2150	1306
622	2152	1302
623	2155	1298
624	2158	1294
625	2160	1290
626	2162	1286
627	2164	1282
628	2167	1278
629	2169	1274
630	2170	1269
631	2172	1265
632	2173	1260
633	2176	1256
634	2178	1252
635	2179	1247
636	2182	1243
637	2184	1239
638	2186	1235
639	2188	1231
640	2191	1227
641	2194	1223
642	2196	1219
643	2198	1215
644	2200	1211
645	2202	1207
646	2205	1203
647	2207	1199
648	2210	1195
649	2212	1191
650	2213	1186
651	2215	1182
652	2218	1178
653	2220	1174
654	2223	1171
655	2225	1167
656	2228	1163
657	2229	1158
658	2231	1154
659	2234	1151
660	2236	1147
661	2239	1143
662	2241	1139
663	2244	1136
664	2246	1131
665	2247	1127
666	2249	1123
667	2253	1119
668	2258	1117
669	2261	1113
670	2264	1110
671	2268	1107
672	2271	1103
673	2274	1100
674	2277	1096
675	2281	1093
676	2284	1089
677	2287	1086
678	2293	1084
679	2295	1080
680	2298	1076
681	2301	1073
682	2304	1069
683	2307	1065
684	2311	1062
685	2315	1059
686	2318	1056
687	2321	1052
688	2324	1049
689	2331	1047
690	2338	1045
691	2341	1042
692	2344	1038
693	2348	1035
694	2350	1031
695	2353	1028
696	2359	1025
697	2365	1023
698	2372	1021
699	2378	1019
700	2381	1015
701	2384	1012
702	2387	1008
703	2390	1005
704	2392	1000
705	2395	997
706	2396	993
707	2398	989
708	2401	985
709	2404	982
710	2408	978
711	2409	974
712	2412	971
713	2416	968
714	2419	964
715	2426	962
716	2429	958
717	2432	955
718	2435	951
719	2436	947
720	2439	944
721	2442	940
722	2444	936
723	2447	932
724	2450	929
725	2455	926
726	2458	923
727	2461	919
728	2464	916
729	2466	912
730	2470	909
731	2472	905
732	2475	901
733	2477	897
734	2479	894
735	2482	890
736	2485	886
737	2487	883
738	2489	879
739	2492	875
740	2494	871
741	2497	868
742	2499	864
743	2501	860
744	2503	856
745	2508	853
746	2510	850
747	2511	846
748	2514	842
749	2517	839
750	2519	835
751	2522	831
752	2525	828
753	2528	824
754	2530	821
755	2533	817
756	2535	813
757	2538	810
758	2540	806
759	2542	803
760	2545	799
761	2548	795
762	2551	792
763	2553	788
764	2556	785
765	2558	781
766	2561	777
767	2563	774
768	2565	770
769	2567	767
770	2568	762
771	2570	759
772	2573	755
773	2575	752
774	2577	748
775	2579	744
776	2581	740
777	2582	737
778	2585	733
779	2587	729
780	2589	726
781	2592	722
782	2594	719
783	2596	715
784	2599	711
785	2601	708
786	2603	704
787	2606	701
788	2609	697
789	2611	694
790	2613	690
791	2616	687
792	2618	683
793	2619	679
794	2621	675
795	2623	672
796	2625	668
797	2628	665
798	2630	661
799	2631	657
800	2633	654
801	2636	650
802	2638	647
803	2643	644
804	2646	641
805	2648	637
806	2650	633
807	2653	630
808	2655	626
809	2659	623
810	2661	620
811	2664	616
812	2667	613
813	2670	610
814	2673	606
815	2676	603
816	2678	600
817	2681	596
818	2683	593
819	2686	589
820	2689	586
821	2691	582
822	2694	579
823	2696	576
824	2699	572
825	2703	569
826	2706	566
827	2709	562
828	2713	559
829	2716	556
830	2719	552
831	2721	549
832	2723	546
833	2726	542
834	2728	539
835	2730	535
836	2733	532
837	2735	528
838	2738	525
839	2740	522
840	2743	518
841	2745	515
842	2746	511
843	2748	508
844	2751	504
845	2753	501
846	2756	497
847	2758	494
848	2761	491
849	2763	487
850	2766	484
851	2768	480
852	2770	477
853	2772	474
854	2775	470
855	2777	467
856	2779	463
857	2782	460
858	2784	457
859	2786	453
860	2788	450
861	2791	446
862	2793	443
863	2795	440
864	2798	436
865	2800	433
866	2802	429
867	2805	426
868	2807	423
869	2809	419
870	2812	416
871	2814	413
872	2816	409
873	2819	406
874	2821	403
875	2823	399
876	2825	396
877	2828	392
878	2830	389
879	2834	386
880	2838	383
881	2840	380
882	2842	376
883	2845	373
884	2848	370
885	2851	366
886	2854	363
887	2857	360
888	2858	356
889	2862	353
890	2864	350
891	2866	347
892	2868	343
893	2871	340
894	2873	337
895	2876	333
896	2879	330
897	2881	327
898	2883	323
899	2887	320
900	2895	318
901	2898	314
902	2902	311
903	2904	308
904	2907	305
905	2910	301
906	2912	298
907	2915	295
908	2917	292
909	2919	288
910	2922	285
911	2925	282
912	2928	279
913	2930	275
914	2932	272
915	2935	269
916	2937	265
917	2939	262
918	2942	259
919	2944	256
920	2946	252
921	2949	249
922	2951	246
923	2953	242
924	2956	239
925	2958	236
926	2960	233
927	2963	229
928	2965	226
929	2969	223
930	2971	220
931	2973	216
932	2976	213
933	2978	210
934	2980	207
935	2982	203
936	2985	200
937	2987	197
938	2989	194
939	2992	190
940	2994	187
941	2996	184
942	2998	181
943	3001	178
944	3003	174
945	3005	171
946	3049	170
947	3054	167
948	3057	164
949	3059	161
950	3065	157
951	3068	154
952	3071	151
953	3075	148
954	3078	145
955	3083	141
956	3086	138
957	3089	135
958	3092	132
959	3094	128
960	3097	125
961	3100	122
962	3103	119
963	3106	116
964	3109	112
965	3111	109
966	3114	106
967	3116	103
968	3118	99
969	3121	96
970	3123	93
971	3126	90
972	3129	86
973	3132	83
974	3134	80
975	3136	77
976	3139	73
977	3141	70
978	3144	67
979	3146	64
980	3148	60
981	3151	57
982	3153	54
983	3156	51
984	3158	48
985	3161	44
986	3163	41
987	3165	38
988	3168	35
989	3171	32
990	3173	28
991	3175	25
992	3178	22
993	3180	19
994	3183	15
995	3185	12
996	3187	9
997	3189	6
998	3192	3
999	3194	0
