iter	Passed	Remaining
218	70564	251646
219	70865	251248
220	71436	251803
221	71756	251470
222	72033	250987
223	72341	250611
224	72803	250768
225	73103	250362
226	73396	249937
227	73755	249734
228	74073	249392
229	74357	248935
230	74752	248850
231	75073	248520
232	75350	248040
233	75647	247632
234	76030	247503
235	76326	247090
236	76583	246555
237	76964	246417
238	77710	247439
239	78110	247349
240	78440	247038
241	78729	246600
242	79130	246508
243	79435	246119
244	79727	245692
245	80184	245769
246	80553	245572
247	80842	245135
248	81169	244813
249	81643	244929
250	81938	244509
251	82239	244108
252	82627	243964
253	82955	243641
254	83240	243191
255	83640	243079
256	83966	242752
257	84533	243116
258	85215	243800
259	85503	243355
260	85900	243218
261	86218	242858
262	86489	242366
263	86905	242281
264	87211	241889
265	87491	241423
266	88101	241865
267	88783	242497
268	89074	242057
269	89455	241860
270	89744	241416
271	90019	240933
272	90416	240779
273	90723	240384
274	90982	239862
275	91302	239503
276	91696	239337
277	91988	238904
278	92317	238569
279	92699	238371
280	93011	237991
281	93280	237502
282	93679	237343
283	94009	237011
284	94286	236543
285	94577	236113
286	95063	236167
287	95587	236312
288	95996	236171
289	96335	235854
290	96630	235433
291	97820	237181
292	98203	236962
293	98507	236552
294	98798	236111
295	99098	235692
296	99477	235462
297	99790	235077
298	100059	234586
299	100461	234410
300	100789	234058
301	101059	233574
302	101354	233149
303	101845	233173
304	102159	232790
305	102454	232364
306	103218	232998
307	103505	232550
308	103798	232119
309	104195	231918
310	104478	231465
311	104743	230973
312	105128	230746
313	105456	230392
314	105749	229962
315	106051	229553
316	106424	229300
317	106727	228894
318	107019	228464
319	107655	228767
320	107939	228321
321	108260	227951
322	109230	228943
323	109922	229344
324	110228	228936
325	110496	228450
326	111046	228544
327	111346	228125
328	111627	227665
329	111908	227208
330	112468	227315
331	112748	226855
332	113032	226403
333	113406	226133
334	113686	225676
335	113981	225248
336	114255	224780
337	115241	225709
338	116429	227021
339	116841	226810
340	117147	226393
341	117449	225970
342	117770	225582
343	118255	225510
344	118954	225841
345	119369	225629
346	119696	225249
347	119971	224773
348	120397	224580
349	120724	224202
350	121004	223738
351	121767	224163
352	122487	224502
353	122996	224450
354	123985	225269
355	124285	224831
356	124571	224367
357	124893	223970
358	125275	223681
359	125989	223982
360	126398	223736
361	126714	223324
362	126972	222813
363	127364	222538
364	127666	222105
365	128519	222627
366	129437	223253
367	129858	223018
368	130631	223382
369	131056	223150
370	131355	222703
371	131689	222314
372	132130	222107
373	132452	221697
374	132756	221260
375	133041	220792
376	134020	221472
377	134334	221047
378	135111	221383
379	135415	220941
380	136218	221309
381	137161	221900
382	137443	221416
383	137760	220991
384	138063	220543
385	138479	220276
386	138766	219802
387	139051	219328
388	139529	219158
389	141018	220567
390	142229	221528
391	142544	221089
392	142845	220628
393	143373	220518
394	143675	220059
395	143972	219593
396	144279	219144
397	144719	218898
398	145029	218453
399	145318	217977
400	146145	218306
401	147055	218753
402	147326	218247
403	148322	218812
404	148635	218365
405	148924	217883
406	149341	217590
407	149660	217154
408	149936	216657
409	150215	216163
410	150725	216002
411	151044	215568
412	151324	215078
413	151643	214645
414	152167	214501
415	152477	214055
416	153474	214570
417	153803	214148
418	154111	213696
419	154546	213420
420	154853	212969
421	155143	212495
422	155568	212205
423	155879	211761
424	156155	211269
425	156467	210826
426	156966	210635
427	157272	210187
428	157524	209665
429	158490	210092
430	158780	209619
431	159217	209341
432	159969	209475
433	160478	209287
434	160775	208823
435	161033	208309
436	161331	207847
437	161743	207534
438	162047	207080
439	162851	207266
440	163159	206816
441	164045	207097
442	164352	206646
443	165224	206902
444	165533	206451
445	165805	205955
446	166096	205484
447	167021	205794
448	167460	205502
449	167766	205047
450	168062	204581
451	168923	204801
452	169923	205183
453	170249	204749
454	171190	205052
455	171514	204614
456	178392	211962
457	178801	211594
458	179123	211123
459	179392	210591
460	179909	210350
461	180210	209855
462	180488	209335
463	180796	208850
464	181248	208533
465	181556	208049
466	181837	207536
467	182141	207049
468	182549	206682
469	182836	206177
470	183118	205668
471	183648	205436
472	183965	204967
473	184239	204451
474	184562	203990
475	184998	203654
476	185302	203172
477	185603	202688
478	186061	202376
479	186389	201921
480	186669	201416
481	187088	201062
482	187432	200626
483	187716	200127
484	188035	199666
485	188561	199425
486	188919	199005
487	189214	198519
488	189688	198222
489	190015	197771
490	190311	197288
491	190653	196853
492	191068	196494
493	191380	196029
494	191695	195568
495	192276	195378
496	192602	194928
497	192895	194444
498	193350	194124
499	193660	193660
500	193951	193176
501	194284	192736
502	194723	192400
503	195045	191949
504	195354	191486
505	195960	191313
506	196275	190855
507	196577	190386
508	197034	190066
509	197421	189679
510	197704	189192
511	198094	188808
512	198565	188502
513	198879	188045
514	199206	187602
515	199764	187375
516	200171	187007
517	200507	186572
518	200959	186245
519	201271	185788
520	201561	185312
521	202011	184984
522	202341	184544
523	202631	184069
524	202959	183629
525	203404	183295
526	203713	182839
527	204015	182377
528	204502	182080
529	204833	181644
530	205133	181181
531	205706	180960
532	206007	180498
533	206301	180030
534	206583	179553
535	207074	179258
536	207394	178815
537	207651	178317
538	208137	178017
539	208435	177556
540	208729	177091
541	209036	176639
542	209574	176382
543	209894	175940
544	210181	175472
545	210669	175171
546	210973	174718
547	211264	174254
548	211540	173779
549	212013	173465
550	212346	173037
551	212616	172558
552	213180	172317
553	213480	171863
554	213774	171405
555	214077	170953
556	214545	170635
557	214857	170191
558	215127	169716
559	215507	169327
560	215876	168929
561	216182	168483
562	216458	168015
563	217017	167765
564	217333	167327
565	217606	166857
566	217924	166421
567	218365	166080
568	218661	165629
569	219006	165215
570	219489	164905
571	219789	164458
572	220067	163994
573	220733	163819
574	221046	163382
575	221329	162923
576	221990	162741
577	222305	162306
578	222588	161847
579	222923	161427
580	223678	161309
581	223938	160835
582	224240	160391
583	224671	160040
584	224973	159596
585	225243	159131
586	225720	158811
587	226032	158376
588	226324	157927
589	226632	157490
590	227504	157444
591	227798	156996
592	228343	156721
593	228655	156286
594	228917	155818
595	229728	155721
596	230034	155283
597	230300	154817
598	230793	154504
599	231407	154271
600	231733	153846
601	232228	153533
602	232522	153086
603	232782	152618
604	233354	152355
605	233648	151909
606	233952	151471
607	234662	151295
608	234981	150866
609	235268	150417
610	235879	150175
611	236787	150119
612	237256	149785
613	237573	149354
614	237849	148897
615	238353	148584
616	238646	148138
617	239752	148196
618	240074	147767
619	240346	147309
620	240673	146884
621	241137	146543
622	241449	146109
623	242394	146058
624	242723	145633
625	242997	145177
626	243821	145048
627	244102	144595
628	244424	144167
629	245112	143954
630	245414	143515
631	246346	143442
632	246641	142997
633	246918	142542
634	247383	142196
635	247696	141763
636	247976	141311
637	248724	141125
638	249054	140702
639	249325	140245
640	250143	140095
641	250446	139657
642	250729	139207
643	251326	138932
644	252532	138990
645	252843	138555
646	253132	138107
647	253433	137667
648	254022	137383
649	254328	136946
650	254581	136480
651	255066	136140
652	255810	135936
653	256577	135743
654	256870	135298
655	257155	134849
656	257750	134563
657	258052	134124
658	258348	133682
659	259208	133531
660	259625	133151
661	259944	132721
662	260529	132425
663	260828	131985
664	261117	131540
665	261603	131194
666	262889	131247
667	263222	130823
668	263520	130381
669	263807	129935
670	264314	129597
671	264636	129167
672	265530	129016
673	265817	128570
674	266103	128123
675	266368	127667
676	266873	127326
677	267187	126894
678	267469	126447
679	268128	126177
680	268829	125927
681	269420	125624
682	269732	125190
683	270787	125100
684	271088	124661
685	271373	124214
686	271666	123772
687	272258	123466
688	272573	123033
689	272854	122587
690	273362	122241
691	273687	121814
692	273971	121369
693	274295	120942
694	274897	120638
695	275211	120207
696	275978	119973
697	276286	119539
698	276579	119099
699	276875	118660
700	277464	118347
701	277795	117924
702	278742	117761
703	279064	117333
704	279328	116882
705	279633	116448
706	280206	116125
707	280529	115698
708	280815	115257
709	281333	114910
710	282532	114840
711	282917	114438
712	283228	114006
713	284014	113764
714	284344	113340
715	284626	112896
716	284964	112475
717	285787	112245
718	286075	111804
719	286589	111451
720	286876	111010
721	287177	110575
722	287445	110127
723	287947	109769
724	288262	109341
725	288994	109069
726	289464	108698
727	289778	108268
728	290082	107835
729	291111	107671
730	291390	107228
731	292009	106910
732	292555	106565
733	292829	106120
734	293360	105769
735	294051	105475
736	294663	105151
737	294950	104711
738	295230	104269
739	295491	103821
740	296034	103472
741	296332	103037
742	297503	102905
743	297815	102474
744	298096	102033
745	298399	101599
746	298937	101246
747	299229	100810
748	299519	100372
749	300280	100093
750	300581	99660
751	300874	99224
752	301191	98797
753	301847	98480
754	302156	98050
755	302441	97613
756	302768	97189
757	303965	97044
758	304490	96682
759	304805	96254
760	305082	95814
761	305376	95379
762	305882	95011
763	306197	94584
764	306486	94149
765	307012	93786
766	307296	93350
767	307577	92914
768	307877	92483
769	308517	92154
770	308812	91722
771	309782	91490
772	310107	91066
773	310393	90631
774	310698	90202
775	311315	89864
776	311614	89433
777	312573	89191
778	312846	88753
779	313904	88537
780	314218	88110
781	314494	87672
782	314773	87236
783	315434	86905
784	315738	86476
785	316012	86039
786	316319	85611
787	316816	85234
788	317144	84812
789	317427	84379
790	318059	84038
791	318336	83603
792	318615	83169
793	318882	82732
794	319419	82366
795	319710	81935
796	319992	81503
797	320300	81078
798	320901	80727
799	322084	80521
800	322369	80089
801	322665	79660
802	322958	79231
803	323688	78909
804	323996	78483
805	324268	78049
806	324815	77682
807	325541	77356
808	326017	76970
809	326446	76573
810	326740	76145
811	326995	75708
812	327540	75338
813	327829	74909
814	328751	74624
815	329155	74221
816	329860	73885
817	330413	73514
818	330701	73085
819	331657	72802
820	332017	72388
821	332318	71961
822	332590	71529
823	333720	71280
824	334012	70851
825	334602	70485
826	334896	70056
827	335194	69629
828	336057	69319
829	336334	68887
830	336623	68459
831	337375	68123
832	337700	67702
833	337982	67272
834	338859	66960
835	339187	66539
836	339467	66108
837	340046	65736
838	340723	65383
839	341026	64957
840	341582	64579
841	342356	64242
842	342861	63854
843	343184	63432
844	343522	63012
845	344163	62649
846	344441	62219
847	345915	62003
848	346256	61583
849	347015	61238
850	347327	60812
851	348305	60503
852	348602	60075
853	349605	59768
854	349897	59339
855	351062	59057
856	351341	58625
857	351631	58195
858	351974	57774
859	352512	57385
860	352852	56964
861	353176	56541
862	353832	56170
863	354580	55813
864	355286	55449
865	356168	55111
866	356710	54720
867	357560	54375
868	358423	54031
869	358759	53607
870	359262	53208
871	359660	52794
872	359997	52370
873	360305	51943
874	360939	51562
875	361258	51137
876	361570	50710
877	361939	50292
878	362896	49955
879	363736	49600
880	365046	49308
881	365344	48878
882	365621	48445
883	366129	48044
884	366557	47631
885	366845	47201
886	367170	46775
887	367834	46393
888	368148	45966
889	368472	45541
890	368848	45122
891	369334	44717
892	370337	44374
893	371948	44101
894	372259	43672
895	372585	43246
896	372868	42815
897	373500	42424
898	373829	41998
899	374094	41566
900	374508	41150
901	375057	40749
902	375336	40318
903	375671	39894
904	376226	39493
905	376496	39062
906	377636	38721
907	377933	38292
908	378265	37868
909	378602	37444
910	380385	37161
911	380649	36729
912	380974	36303
913	381273	35874
914	381933	35480
915	382243	35052
916	383115	34676
917	383489	34255
918	384735	33910
919	385489	33520
920	386042	33113
921	386352	32684
922	386648	32255
923	386940	31826
924	387589	31426
925	387885	30997
926	388187	30569
927	388611	30150
928	389169	29742
929	390287	29376
930	390544	28944
931	391647	28575
932	391996	28149
933	393124	27779
934	393423	27350
935	393744	26922
936	394042	26493
937	394747	26092
938	395057	25664
939	395352	25235
940	395755	24813
941	396329	24402
942	397062	24000
943	398006	23610
944	398305	23181
945	398885	22769
946	399685	22368
947	400480	21967
948	400805	21539
949	401081	21109
950	401401	20682
951	401951	20266
952	402247	19838
953	402574	19411
954	403261	19001
955	403561	18573
956	403896	18147
957	404714	17743
958	405012	17315
959	405347	16889
960	406598	16500
961	406912	16073
962	407896	15672
963	408836	15267
964	409279	14844
965	409541	14414
966	409856	13986
967	410541	13571
968	410827	13143
969	411129	12715
970	412845	12330
971	413484	11911
972	413798	11482
973	414112	11054
974	414883	10638
975	415614	10220
976	416238	9798
977	416939	9379
978	417456	8954
979	417867	8527
980	418173	8099
981	418429	7669
982	419124	7248
983	419409	6819
984	419684	6391
985	420009	5963
986	420606	5539
987	420871	5111
988	421197	4684
989	422133	4263
990	423047	3842
991	423697	3416
992	424009	2988
993	424994	2565
994	425269	2137
995	425605	1709
996	426299	1282
997	426642	854
998	426959	427
999	427288	0
