iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
853	258	285	258	340	258	285	340
854	258	285	258	340	258	285	340
855	258	285	258	340	258	285	340
856	258	285	258	340	258	285	340
857	258	285	258	340	258	285	340
858	258	285	258	340	258	285	340
859	258	285	258	340	258	285	340
860	258	285	258	340	258	285	340
861	258	285	258	340	258	285	340
862	258	285	258	340	258	285	340
863	258	285	258	340	258	285	340
864	258	285	258	340	258	285	340
865	258	285	258	340	258	285	340
866	258	285	258	340	258	285	340
867	258	285	258	340	258	285	340
868	258	285	258	340	258	285	340
869	258	285	258	340	258	285	340
870	258	285	258	340	258	285	340
871	258	285	258	340	258	285	340
872	258	285	258	340	258	285	340
873	259	286	259	340	259	286	340
874	259	286	259	340	259	286	340
875	259	286	259	340	259	286	340
876	259	286	259	340	259	286	340
877	259	286	259	340	259	286	340
878	259	286	259	340	259	286	340
879	259	286	259	340	259	286	340
880	259	286	259	340	259	286	340
881	259	286	259	340	259	286	340
882	259	286	259	340	259	286	340
883	259	286	259	340	259	286	340
884	259	286	259	340	259	286	340
885	259	286	259	340	259	286	340
886	259	286	259	340	259	286	340
887	259	286	259	340	259	286	340
888	259	286	259	340	259	286	340
889	259	286	259	340	259	286	340
890	259	286	259	340	259	286	340
891	259	286	259	340	259	286	340
892	259	286	259	340	259	286	340
893	259	286	259	340	259	286	340
894	259	286	259	340	259	286	340
895	259	286	259	340	259	286	340
896	259	286	259	340	259	286	340
897	259	286	259	340	259	286	340
898	259	286	259	340	259	286	340
899	259	286	259	340	259	286	340
900	260	287	260	340	260	287	340
901	260	287	260	340	260	287	340
902	260	287	260	340	260	287	340
903	260	287	260	340	260	287	340
904	258	284	258	340	258	284	340
905	260	287	260	340	260	287	340
906	260	287	260	340	260	287	340
907	260	287	260	340	260	287	340
908	260	287	260	340	260	287	340
909	260	287	260	340	260	287	340
910	260	287	260	340	260	287	340
911	260	287	260	340	260	287	340
912	260	287	260	340	260	287	340
913	260	287	260	340	260	287	340
914	260	287	260	340	260	287	340
915	260	287	260	340	260	287	340
916	260	287	260	340	260	287	340
917	260	287	260	340	260	287	340
918	260	287	260	340	260	287	340
919	260	287	260	340	260	287	340
920	260	287	260	340	260	287	340
921	260	287	260	340	260	287	340
922	260	287	260	340	260	287	340
923	260	287	260	340	260	287	340
924	260	287	260	340	260	287	340
925	260	287	260	340	260	287	340
926	260	287	260	340	260	287	340
927	260	287	260	340	260	287	340
928	260	287	260	340	260	287	340
929	260	287	260	340	260	287	340
930	260	287	260	340	260	287	340
931	260	287	260	340	260	287	340
932	260	287	260	340	260	287	340
933	260	287	260	340	260	287	340
934	260	287	260	340	260	287	340
935	260	287	260	340	260	287	340
936	260	287	260	340	260	287	340
937	260	287	260	340	260	287	340
938	260	287	260	340	260	287	340
939	260	287	260	340	260	287	340
940	260	287	260	340	260	287	340
941	260	287	260	340	260	287	340
942	260	287	260	340	260	287	340
943	260	287	260	340	260	287	340
944	260	287	260	340	260	287	340
945	260	287	260	340	260	287	340
946	260	287	260	340	260	287	340
947	260	287	260	340	260	287	340
948	260	287	260	340	260	287	340
949	260	287	260	340	260	287	340
950	260	287	260	340	260	287	340
951	260	287	260	340	260	287	340
952	260	287	260	340	260	287	340
953	260	287	260	340	260	287	340
954	260	287	260	340	260	287	340
955	260	287	260	340	260	287	340
956	260	287	260	340	260	287	340
957	260	287	260	340	260	287	340
958	260	287	260	340	260	287	340
959	260	287	260	340	260	287	340
960	260	287	260	340	260	287	340
961	260	287	260	340	260	287	340
962	260	287	260	340	260	287	340
963	260	287	260	340	260	287	340
964	260	287	260	340	260	287	340
965	260	287	260	340	260	287	340
966	260	287	260	340	260	287	340
967	260	287	260	340	260	287	340
968	260	287	260	340	260	287	340
969	260	287	260	340	260	287	340
970	260	287	260	340	260	287	340
971	260	287	260	340	260	287	340
972	260	287	260	340	260	287	340
973	260	287	260	340	260	287	340
974	260	287	260	340	260	287	340
975	260	287	260	340	260	287	340
976	260	287	260	340	260	287	340
977	260	287	260	340	260	287	340
978	260	287	260	340	260	287	340
979	260	287	260	340	260	287	340
980	260	287	260	340	260	287	340
981	260	287	260	340	260	287	340
982	260	287	260	340	260	287	340
983	260	287	260	340	260	287	340
984	260	287	260	340	260	287	340
985	260	287	260	340	260	287	340
986	260	287	260	340	260	287	340
987	260	287	260	340	260	287	340
988	260	287	260	340	260	287	340
989	260	287	260	340	260	287	340
990	260	287	260	340	260	287	340
991	260	287	260	340	260	287	340
992	260	287	260	340	260	287	340
993	260	287	260	340	260	287	340
994	260	287	260	340	260	287	340
995	260	287	260	340	260	287	340
996	260	287	260	340	260	287	340
997	260	287	260	340	260	287	340
998	260	287	260	340	260	287	340
999	260	287	260	340	260	287	340
