iter	Logloss	Accuracy
883	0.3166474329	0.8863892013
884	0.3165902792	0.8863892013
885	0.3164967747	0.8863892013
886	0.3164446832	0.8863892013
887	0.3162656972	0.8863892013
888	0.3162508573	0.8863892013
889	0.3160210474	0.8863892013
890	0.3159667379	0.8863892013
891	0.3157457946	0.8863892013
892	0.315727363	0.8863892013
893	0.3156770085	0.8863892013
894	0.3156687112	0.8863892013
895	0.3156247106	0.8863892013
896	0.3155568063	0.8863892013
897	0.3155227547	0.8863892013
898	0.3155184778	0.8863892013
899	0.3153655374	0.8863892013
900	0.3153494745	0.8863892013
901	0.3152870439	0.8863892013
902	0.3151444043	0.8863892013
903	0.3150176007	0.885264342
904	0.3148193183	0.8863892013
905	0.3146505509	0.8863892013
906	0.3146264434	0.8863892013
907	0.3146178376	0.8863892013
908	0.3146047035	0.8863892013
909	0.3144878554	0.8863892013
910	0.3143739886	0.8863892013
911	0.3142186179	0.885264342
912	0.3140305002	0.885264342
913	0.3139194342	0.885264342
914	0.3138939964	0.885264342
915	0.3137157837	0.885264342
916	0.3136979899	0.885264342
917	0.3136796978	0.885264342
918	0.3134382509	0.8863892013
919	0.3134265193	0.8863892013
920	0.3132070243	0.885264342
921	0.3129788746	0.885264342
922	0.3129392686	0.885264342
923	0.3129255555	0.885264342
924	0.31279729	0.885264342
925	0.312598984	0.885264342
926	0.3125804204	0.885264342
927	0.3125183537	0.885264342
928	0.3124608202	0.885264342
929	0.3123977186	0.885264342
930	0.3121916791	0.885264342
931	0.3119590612	0.8863892013
932	0.3117022661	0.8863892013
933	0.311563776	0.8863892013
934	0.3115132613	0.8863892013
935	0.3114826685	0.8863892013
936	0.311466254	0.8863892013
937	0.3114178218	0.8863892013
938	0.3113456706	0.8863892013
939	0.3111183938	0.8886389201
940	0.3108317269	0.8863892013
941	0.3107530909	0.8863892013
942	0.3106800485	0.8863892013
943	0.3106593212	0.8863892013
944	0.3106190528	0.8875140607
945	0.3105658906	0.8875140607
946	0.3104904062	0.8875140607
947	0.310393317	0.8875140607
948	0.3103820789	0.8875140607
949	0.3102792058	0.8875140607
950	0.3102293523	0.8875140607
951	0.3102135526	0.8875140607
952	0.3100122756	0.8875140607
953	0.3099206671	0.8875140607
954	0.3097722996	0.8875140607
955	0.3095971431	0.8875140607
956	0.3095261481	0.8863892013
957	0.3094233618	0.8875140607
958	0.3092860196	0.8875140607
959	0.3092731838	0.8875140607
960	0.3091684418	0.8875140607
961	0.3090529395	0.8875140607
962	0.3087878312	0.8875140607
963	0.3086485213	0.8875140607
964	0.3085630622	0.8875140607
965	0.3084477964	0.8875140607
966	0.308364114	0.8875140607
967	0.3083004306	0.8875140607
968	0.3082833383	0.8875140607
969	0.3081240251	0.8875140607
970	0.3080779546	0.8875140607
971	0.3080304393	0.8875140607
972	0.307890991	0.8875140607
973	0.3077404952	0.8875140607
974	0.3076082489	0.8875140607
975	0.3076021445	0.8875140607
976	0.3074950129	0.8875140607
977	0.3074513433	0.8875140607
978	0.3073360354	0.8875140607
979	0.307299687	0.8875140607
980	0.3072346242	0.8875140607
981	0.3071910704	0.8875140607
982	0.3071775972	0.8875140607
983	0.3069169834	0.8875140607
984	0.3066357858	0.8875140607
985	0.3066159027	0.8875140607
986	0.3065014511	0.8875140607
987	0.306436767	0.8875140607
988	0.3063716833	0.8875140607
989	0.3063198463	0.8886389201
990	0.3063038222	0.8886389201
991	0.3062512527	0.8875140607
992	0.3062142619	0.8875140607
993	0.3059873858	0.8886389201
994	0.3059209983	0.8886389201
995	0.305913914	0.8886389201
996	0.3058021024	0.8875140607
997	0.3057615479	0.8875140607
998	0.3054965951	0.8875140607
999	0.3054609694	0.8875140607
