iter	Logloss	Accuracy
276	0.386276709	0.8312710911
277	0.3859431859	0.8312710911
278	0.3855681548	0.8323959505
279	0.3853362179	0.8312710911
280	0.3852905843	0.8312710911
281	0.3849795699	0.8312710911
282	0.3848347435	0.8323959505
283	0.3846591599	0.8323959505
284	0.3844339847	0.8323959505
285	0.3843006566	0.8312710911
286	0.3842887349	0.8312710911
287	0.3839500472	0.8312710911
288	0.3836491502	0.8312710911
289	0.383458784	0.8312710911
290	0.3834570128	0.8312710911
291	0.3833218628	0.8323959505
292	0.3831562468	0.8346456693
293	0.3830964876	0.8346456693
294	0.3830903189	0.8346456693
295	0.3828806548	0.8346456693
296	0.3824575638	0.8346456693
297	0.3823671298	0.8346456693
298	0.3822649687	0.8335208099
299	0.3819887625	0.8346456693
300	0.3815483682	0.8357705287
301	0.3813228145	0.8368953881
302	0.381008408	0.8368953881
303	0.3806180397	0.8380202475
304	0.3803490815	0.8368953881
305	0.3802453732	0.8368953881
306	0.3800679496	0.8380202475
307	0.3799459769	0.8391451069
308	0.3798164951	0.8380202475
309	0.3794293702	0.8368953881
310	0.3793237529	0.8380202475
311	0.3792399242	0.8380202475
312	0.3790052256	0.8391451069
313	0.3788807131	0.8402699663
314	0.3785757558	0.8413948256
315	0.3785187377	0.8413948256
316	0.3783095953	0.842519685
317	0.3780028769	0.842519685
318	0.3776445136	0.8413948256
319	0.3774859485	0.842519685
320	0.3773544459	0.8402699663
321	0.377180137	0.8402699663
322	0.3771132347	0.8413948256
323	0.3771007535	0.8413948256
324	0.3771001504	0.8413948256
325	0.3769084238	0.8402699663
326	0.3766918911	0.842519685
327	0.3765611862	0.842519685
328	0.3764126597	0.842519685
329	0.376062695	0.8413948256
330	0.3760621816	0.8413948256
331	0.3758961021	0.842519685
332	0.3758194217	0.8436445444
333	0.3755739247	0.842519685
334	0.3753472037	0.8447694038
335	0.3752741042	0.842519685
336	0.3751424918	0.8447694038
337	0.375116505	0.8447694038
338	0.3748143157	0.8458942632
339	0.3748139119	0.8458942632
340	0.3748103174	0.8458942632
341	0.3746274694	0.8458942632
342	0.3743272914	0.8470191226
343	0.3741858739	0.8470191226
344	0.3741385478	0.8470191226
345	0.3741381926	0.8470191226
346	0.3737998545	0.8470191226
347	0.3735814322	0.8470191226
348	0.3734864988	0.8470191226
349	0.3734837108	0.8470191226
350	0.3732608847	0.8470191226
351	0.3729490376	0.848143982
352	0.3728473899	0.8492688414
353	0.3727404684	0.8492688414
354	0.3726898777	0.8492688414
355	0.3724470342	0.8503937008
356	0.3723181263	0.8503937008
357	0.3723178626	0.8503937008
358	0.3722383105	0.8503937008
359	0.3719395035	0.8515185602
360	0.3719390893	0.8515185602
361	0.3717265947	0.8515185602
362	0.3715627405	0.8515185602
363	0.3715620209	0.8515185602
364	0.3714580916	0.8503937008
365	0.3712624092	0.8526434196
366	0.3710219757	0.8526434196
367	0.3708702855	0.8526434196
368	0.3706587654	0.8526434196
369	0.3706541404	0.8526434196
370	0.370469643	0.8526434196
371	0.3702805219	0.8526434196
372	0.37028035	0.8526434196
373	0.3701956959	0.8526434196
374	0.3700674524	0.8526434196
375	0.3698316886	0.8548931384
376	0.3697169351	0.8548931384
377	0.36948979	0.8548931384
378	0.3694642705	0.8548931384
379	0.3693382609	0.8548931384
380	0.3691420583	0.8548931384
381	0.3688187985	0.8548931384
382	0.368656719	0.8548931384
383	0.3685856331	0.8548931384
384	0.3681800604	0.8560179978
385	0.3680905513	0.8571428571
386	0.3680190064	0.8582677165
387	0.3679760312	0.8582677165
388	0.3677040294	0.8571428571
389	0.3675285293	0.8582677165
390	0.3674817908	0.8582677165
391	0.3673721417	0.8582677165
392	0.3673257022	0.8582677165
393	0.3670906772	0.8593925759
394	0.3669756635	0.8593925759
395	0.3669695095	0.8593925759
396	0.3667855995	0.8593925759
397	0.3665855886	0.8593925759
398	0.3662840787	0.8593925759
399	0.3661768725	0.8605174353
400	0.366055374	0.8582677165
401	0.3659912026	0.8582677165
402	0.3659845234	0.8582677165
403	0.3658834476	0.8582677165
404	0.3656437782	0.8582677165
405	0.3656227463	0.8593925759
406	0.3654227258	0.8582677165
407	0.3649990692	0.8627671541
408	0.3648791045	0.8616422947
409	0.3648485608	0.8616422947
410	0.3646744774	0.8627671541
411	0.3645641931	0.8616422947
412	0.3643762044	0.8627671541
413	0.3643327168	0.8627671541
414	0.3641914392	0.8616422947
415	0.3640822761	0.8627671541
416	0.3640124721	0.8638920135
417	0.3640007027	0.8627671541
418	0.3638918784	0.8638920135
419	0.3638476837	0.8638920135
420	0.3635745936	0.8627671541
421	0.363508924	0.8638920135
422	0.3633263175	0.8627671541
423	0.3632944964	0.8627671541
424	0.3631087343	0.8627671541
425	0.3630142653	0.8627671541
426	0.3629249495	0.8638920135
427	0.3629034873	0.8638920135
428	0.3627811618	0.8638920135
429	0.3627070545	0.8638920135
430	0.3624970619	0.8638920135
431	0.3623927457	0.8638920135
432	0.3622125082	0.8638920135
433	0.3621812812	0.8638920135
434	0.3620557702	0.8627671541
435	0.3619311513	0.8638920135
436	0.3618396853	0.8638920135
437	0.3618290246	0.8638920135
438	0.3615797539	0.8638920135
439	0.36147719	0.8638920135
440	0.3613920262	0.8638920135
441	0.3613537481	0.8638920135
442	0.3612040311	0.8638920135
443	0.3610329586	0.8638920135
444	0.3607802228	0.8627671541
445	0.3606717717	0.8627671541
446	0.3605835963	0.8627671541
447	0.3603467666	0.8627671541
448	0.3599522304	0.8650168729
449	0.3598847575	0.8650168729
450	0.3598342255	0.8650168729
451	0.359775344	0.8650168729
452	0.3596514587	0.8650168729
453	0.3595756883	0.8650168729
454	0.3594008827	0.8661417323
455	0.3593423289	0.8661417323
456	0.3593271063	0.8661417323
457	0.3593253398	0.8661417323
458	0.3591473789	0.8650168729
459	0.3591472745	0.8650168729
460	0.3589746004	0.8650168729
461	0.3588838075	0.8638920135
462	0.3586638662	0.8650168729
463	0.3584851815	0.8627671541
464	0.3583287177	0.8638920135
465	0.3581672029	0.8638920135
466	0.3581241269	0.8638920135
467	0.3578797045	0.8638920135
468	0.3577623962	0.8638920135
469	0.3576582017	0.8638920135
470	0.3575018492	0.8638920135
471	0.3574667787	0.8638920135
472	0.3574041745	0.8638920135
473	0.3572925108	0.8638920135
474	0.3572153671	0.8638920135
475	0.3571871174	0.8650168729
476	0.3571658053	0.8650168729
477	0.3569761483	0.8650168729
478	0.3569221052	0.8650168729
479	0.3567846763	0.8650168729
480	0.3565849343	0.8650168729
481	0.3565153835	0.8650168729
482	0.3563470019	0.8650168729
483	0.3563445865	0.8650168729
484	0.3560761159	0.8661417323
485	0.3560745043	0.8661417323
486	0.3559765465	0.8661417323
487	0.3558208612	0.8650168729
488	0.3558007658	0.8650168729
489	0.3555926464	0.8650168729
490	0.3554723994	0.8650168729
491	0.3554326702	0.8650168729
492	0.3552103445	0.8650168729
493	0.3551324225	0.8650168729
494	0.3550829462	0.8650168729
495	0.3548055938	0.8661417323
496	0.3547484688	0.8661417323
497	0.3545763246	0.8661417323
498	0.3545210937	0.8661417323
499	0.3544810602	0.8661417323
500	0.3543734191	0.8661417323
501	0.354151664	0.8661417323
502	0.3539967563	0.8661417323
503	0.3539772874	0.8661417323
504	0.3538502441	0.8661417323
505	0.3538021619	0.8672665917
506	0.3536674579	0.8683914511
507	0.3535478628	0.8683914511
508	0.3534525151	0.8683914511
509	0.3533765384	0.8683914511
510	0.3533756574	0.8683914511
511	0.3532510897	0.8683914511
512	0.3531307788	0.8683914511
513	0.3529680773	0.8683914511
514	0.3529680773	0.8683914511
515	0.3529381441	0.8683914511
516	0.3527795609	0.8683914511
517	0.3526998045	0.8683914511
518	0.3526981448	0.8683914511
519	0.3525273253	0.8683914511
520	0.3522859749	0.8683914511
521	0.3521238606	0.8683914511
522	0.351995348	0.8683914511
523	0.3519113367	0.8683914511
524	0.3518115033	0.8683914511
525	0.351608064	0.8683914511
526	0.3514552341	0.8695163105
527	0.3514552327	0.8695163105
528	0.351241109	0.8695163105
529	0.3511841078	0.8695163105
530	0.3510824117	0.8695163105
531	0.3510016724	0.8695163105
532	0.3509129941	0.8695163105
533	0.3507943483	0.8695163105
534	0.3506903583	0.8695163105
535	0.3506349296	0.8706411699
536	0.35040068	0.8706411699
537	0.3503870335	0.8706411699
538	0.3501384025	0.8706411699
539	0.3500109933	0.8706411699
540	0.3499527341	0.8706411699
541	0.3499308124	0.8706411699
542	0.3498180746	0.8706411699
543	0.3495478098	0.8706411699
544	0.3494431844	0.8706411699
545	0.3493899317	0.8717660292
546	0.3493706741	0.8717660292
547	0.3493534864	0.8717660292
548	0.3491568255	0.8717660292
549	0.3491434694	0.8717660292
550	0.3491196965	0.8717660292
551	0.3490104745	0.8717660292
552	0.3490078025	0.8717660292
553	0.3488870745	0.8717660292
554	0.3488820735	0.8717660292
555	0.3488054148	0.8717660292
556	0.348602823	0.8717660292
557	0.3485018779	0.8717660292
558	0.3483826304	0.8717660292
559	0.3483060327	0.8717660292
560	0.3482739787	0.8717660292
561	0.3478757533	0.8717660292
562	0.3476468723	0.8717660292
563	0.3474609794	0.8717660292
564	0.3474460762	0.8717660292
565	0.3473573938	0.8717660292
566	0.3472220137	0.8717660292
567	0.3471348711	0.8717660292
568	0.3470158731	0.8717660292
569	0.3469131011	0.8717660292
570	0.3468746317	0.8728908886
571	0.3467636804	0.8728908886
572	0.3466766069	0.8728908886
573	0.3464783092	0.8728908886
574	0.3464113253	0.8728908886
575	0.3463780802	0.8728908886
576	0.3462230734	0.8728908886
577	0.3462216216	0.8728908886
578	0.3460482859	0.8728908886
579	0.3459828698	0.8728908886
580	0.3457427695	0.8728908886
581	0.3456089974	0.8728908886
582	0.3454272413	0.8728908886
583	0.3452365919	0.8751406074
584	0.345094484	0.8751406074
585	0.3449879106	0.8751406074
586	0.3449005783	0.8751406074
587	0.3448151158	0.8751406074
588	0.3447280822	0.8751406074
589	0.3447028847	0.8751406074
590	0.3447028799	0.8751406074
591	0.3446130418	0.8751406074
592	0.344612777	0.8751406074
593	0.3445367302	0.8751406074
594	0.3444373376	0.8751406074
595	0.344334582	0.8751406074
596	0.3439612286	0.8751406074
597	0.3438818745	0.8751406074
598	0.3437668018	0.8751406074
599	0.343734009	0.8751406074
600	0.3436678699	0.8751406074
601	0.3434090559	0.8751406074
602	0.3433412713	0.8751406074
603	0.3432978135	0.8751406074
604	0.3430907595	0.8762654668
605	0.3430658584	0.8762654668
606	0.3429663798	0.8762654668
607	0.3428696909	0.8762654668
608	0.3427887314	0.8762654668
609	0.3424255884	0.8762654668
610	0.3423320239	0.8762654668
611	0.3421768551	0.8762654668
612	0.3420278219	0.8762654668
613	0.3419419888	0.8762654668
614	0.341771068	0.8773903262
615	0.3416502223	0.8773903262
616	0.3415593158	0.8773903262
617	0.3415593103	0.8773903262
618	0.3415578682	0.8773903262
619	0.341446749	0.8773903262
620	0.3414154983	0.8773903262
621	0.341281767	0.8773903262
622	0.341174789	0.8773903262
623	0.3410968314	0.8773903262
624	0.3410146998	0.8773903262
625	0.340883423	0.8773903262
626	0.3406544051	0.8773903262
627	0.3405937269	0.8773903262
628	0.3404945263	0.8773903262
629	0.3404705543	0.8773903262
630	0.3404677346	0.8773903262
631	0.340349343	0.8773903262
632	0.3403491364	0.8773903262
633	0.3402178398	0.8773903262
634	0.3399781413	0.8773903262
635	0.3399666051	0.8773903262
636	0.3398740872	0.8773903262
637	0.3397845843	0.8773903262
638	0.3397044523	0.8773903262
639	0.3394430135	0.8785151856
640	0.3392910754	0.8785151856
641	0.3392258776	0.8785151856
642	0.3390883031	0.8773903262
643	0.3390006449	0.8773903262
644	0.3389794742	0.8773903262
645	0.3388188058	0.8785151856
646	0.3386363984	0.8773903262
647	0.3385468343	0.8785151856
648	0.3383569786	0.879640045
649	0.3382747676	0.879640045
650	0.338268716	0.879640045
651	0.338264565	0.879640045
652	0.3380951192	0.879640045
653	0.3379351431	0.8785151856
654	0.3378456472	0.8785151856
655	0.3377783577	0.879640045
656	0.3377235993	0.879640045
657	0.3377092704	0.879640045
658	0.3376134355	0.879640045
659	0.3374701764	0.879640045
660	0.3373283611	0.879640045
661	0.3371554343	0.879640045
662	0.3371081853	0.879640045
663	0.3365827256	0.8785151856
664	0.3365814077	0.8785151856
665	0.3365813989	0.8785151856
666	0.3365813902	0.8785151856
667	0.3364906465	0.8785151856
668	0.3363515235	0.8785151856
669	0.336300132	0.8785151856
670	0.3361956673	0.879640045
671	0.3361501936	0.879640045
672	0.336142917	0.879640045
673	0.3359597871	0.879640045
674	0.335832359	0.879640045
675	0.3356915555	0.879640045
676	0.3354814768	0.879640045
677	0.3354395104	0.879640045
678	0.3352838683	0.879640045
679	0.3352322788	0.879640045
680	0.33520159	0.879640045
681	0.3351267055	0.879640045
682	0.3350829856	0.879640045
683	0.3350704463	0.879640045
684	0.3350550949	0.879640045
685	0.3350550865	0.879640045
686	0.3350123483	0.879640045
687	0.3349799457	0.879640045
688	0.3348183789	0.879640045
689	0.3347712196	0.879640045
690	0.334654787	0.879640045
691	0.3345359699	0.879640045
692	0.3344557037	0.879640045
693	0.334387603	0.879640045
694	0.3342132982	0.879640045
695	0.334165109	0.879640045
696	0.3340867323	0.8807649044
697	0.3339703057	0.8807649044
698	0.3339022087	0.8807649044
699	0.3338173401	0.8807649044
700	0.333635211	0.8807649044
701	0.3335871972	0.8807649044
702	0.3333497751	0.8807649044
703	0.3332791514	0.8807649044
704	0.3332739933	0.8807649044
705	0.3331964366	0.8807649044
706	0.3331867358	0.8807649044
707	0.3331784096	0.8807649044
708	0.3331331784	0.8807649044
709	0.3329222003	0.8807649044
710	0.3328892042	0.8807649044
711	0.3328863084	0.8807649044
712	0.3327581175	0.8807649044
713	0.3324731519	0.8807649044
714	0.3324205872	0.8807649044
715	0.3322658049	0.8807649044
716	0.332056929	0.8807649044
717	0.3319881707	0.8807649044
718	0.3318872522	0.8807649044
719	0.331887241	0.8807649044
720	0.331865655	0.8807649044
721	0.3318155583	0.8807649044
722	0.331538254	0.8807649044
723	0.331402273	0.8818897638
724	0.3313475768	0.8818897638
725	0.3312643579	0.8818897638
726	0.3311675882	0.8818897638
727	0.331031552	0.8818897638
728	0.3309338704	0.8818897638
729	0.3309133057	0.8818897638
730	0.3307470768	0.8818897638
731	0.3305917839	0.8818897638
732	0.330536493	0.8818897638
733	0.3304210281	0.8818897638
734	0.3302844392	0.8818897638
735	0.3302289565	0.8818897638
736	0.3301999056	0.8818897638
737	0.3297966792	0.8830146232
738	0.3297613468	0.8830146232
739	0.3296736558	0.8818897638
740	0.3295842741	0.8830146232
741	0.3294901118	0.8830146232
742	0.3293909407	0.8830146232
743	0.3293588325	0.8830146232
744	0.3293485163	0.8830146232
745	0.3292550011	0.8830146232
746	0.3292032267	0.8830146232
747	0.3291927902	0.8830146232
748	0.3290531006	0.8830146232
749	0.3289432867	0.8830146232
750	0.3288787344	0.8830146232
751	0.3288148904	0.8830146232
752	0.3287376594	0.8830146232
753	0.3285551196	0.8830146232
754	0.3285442154	0.8830146232
755	0.3284109487	0.8830146232
756	0.3282154083	0.8830146232
757	0.3281834974	0.8841394826
758	0.3281792102	0.8841394826
759	0.3281101209	0.8841394826
760	0.3280255224	0.8841394826
761	0.3279794639	0.8841394826
762	0.3278646213	0.8841394826
763	0.3278304047	0.8841394826
764	0.3276511579	0.8841394826
765	0.3275324292	0.8841394826
766	0.3274726936	0.8841394826
767	0.327419783	0.8841394826
768	0.3273238398	0.8841394826
769	0.3271644568	0.8841394826
770	0.3271644457	0.8841394826
771	0.3269864572	0.8841394826
772	0.3268074315	0.8841394826
773	0.3265873622	0.8830146232
774	0.3265604466	0.8830146232
775	0.326549414	0.8830146232
776	0.3264657685	0.8830146232
777	0.3264657542	0.8830146232
778	0.3264221809	0.8830146232
779	0.3261809563	0.8830146232
780	0.3261082725	0.8830146232
781	0.3258344622	0.8830146232
782	0.3257787637	0.8830146232
783	0.3256859086	0.8830146232
784	0.3256129504	0.8830146232
785	0.3255751103	0.8830146232
786	0.3254014043	0.8830146232
787	0.3253788978	0.8830146232
788	0.325157577	0.8830146232
789	0.3250687275	0.8830146232
790	0.3249898124	0.8830146232
791	0.3248839888	0.8830146232
792	0.324641969	0.8830146232
793	0.3246419532	0.8830146232
794	0.3246108291	0.8830146232
795	0.3245355198	0.8830146232
796	0.3243027902	0.8830146232
797	0.3242726341	0.8841394826
798	0.3242265924	0.8841394826
799	0.3242195028	0.8841394826
800	0.3241765233	0.8841394826
801	0.3241555169	0.8841394826
802	0.3240523797	0.8841394826
803	0.3240171386	0.8841394826
804	0.323907426	0.8841394826
805	0.3238719262	0.8830146232
806	0.3238595659	0.8830146232
807	0.3237926173	0.8830146232
808	0.3236848358	0.8830146232
809	0.3236595806	0.8830146232
810	0.323603703	0.8830146232
811	0.3234084384	0.8830146232
812	0.3233906793	0.8830146232
813	0.3233740577	0.8830146232
814	0.3233437131	0.8830146232
815	0.3232954204	0.8830146232
816	0.3231658782	0.8830146232
817	0.3230851658	0.8830146232
818	0.3230358606	0.8830146232
819	0.3229562734	0.8830146232
820	0.3229279048	0.8830146232
821	0.3228762646	0.8830146232
822	0.3228062073	0.8830146232
823	0.3227787132	0.8830146232
824	0.3226663481	0.8830146232
825	0.3224483901	0.8830146232
826	0.3222705758	0.8830146232
827	0.3222232137	0.8830146232
828	0.3220573588	0.8830146232
829	0.3219645443	0.8830146232
830	0.3219089511	0.8830146232
831	0.3218415848	0.8830146232
832	0.3216694327	0.8830146232
833	0.3213175404	0.8841394826
834	0.3212176548	0.8841394826
835	0.3210949698	0.8841394826
836	0.3210206954	0.8841394826
837	0.3209998457	0.8841394826
838	0.3209814933	0.8841394826
839	0.320824685	0.8841394826
840	0.3206512609	0.8841394826
841	0.3206144405	0.8841394826
842	0.3206144289	0.8841394826
843	0.3205977156	0.8841394826
844	0.3203619893	0.8841394826
845	0.3203495111	0.8841394826
846	0.3202474048	0.8841394826
847	0.3201284217	0.8841394826
848	0.3200479265	0.8841394826
849	0.3198746128	0.8841394826
850	0.3195958823	0.885264342
851	0.319524271	0.8863892013
852	0.3194198847	0.8863892013
853	0.3193954407	0.8863892013
854	0.3193768311	0.8863892013
855	0.3193234516	0.8863892013
856	0.3193003257	0.8863892013
857	0.3191336169	0.8863892013
858	0.3191127729	0.8863892013
859	0.3191009665	0.8863892013
860	0.3190510506	0.8863892013
861	0.3188409108	0.8863892013
862	0.3186698493	0.8863892013
863	0.3186418952	0.8863892013
864	0.3184975534	0.8863892013
865	0.3184917153	0.8863892013
866	0.3184727807	0.8863892013
867	0.318355027	0.8863892013
868	0.318326048	0.8863892013
869	0.3182796917	0.8875140607
870	0.3179885749	0.8863892013
871	0.3179003285	0.8875140607
872	0.3178828723	0.8875140607
873	0.3177031364	0.8863892013
874	0.3175468519	0.8863892013
875	0.3174299377	0.8863892013
876	0.3173928397	0.8863892013
877	0.3173025519	0.8863892013
878	0.3172185519	0.8863892013
879	0.3172022765	0.8863892013
880	0.3171822822	0.8863892013
881	0.3169412379	0.8863892013
882	0.3167821267	0.8863892013
